CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
140670,알에스오토메이션,전자부품 제조업,"9,103,140","4,551,570,000",,,,N/A,-11,N/A,N/A,1.91,4314,N/A
140860,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,668,055","3,334,027,500",,,,38.76,1494,N/A,N/A,8.51,6800,0.21
141000,비아트론,특수 목적용 기계 제조업,"12,114,710","6,057,355,000",,,,36.26,262,N/A,N/A,0.85,11167,N/A
141020,포티스,무점포 소매업,"174,440,126","87,220,063,000",,,,N/A,-414,N/A,N/A,0.25,426,N/A
141070,맥스로텍,특수 목적용 기계 제조업,"31,621,050","15,810,525,000",,,,N/A,-372,N/A,N/A,1.44,1017,N/A
141080,레고켐바이오,자연과학 및 공학 연구개발업,"23,683,806","11,841,903,000",,,,125.81,430,N/A,N/A,11.65,4643,N/A
142210,유니트론텍,자동차 부품 및 내장품 판매업,"11,851,631","5,925,815,500",,,,12.27,511,N/A,N/A,1.43,4370,1.6
142280,녹십자엠에스,의료용품 및 기타 의약 관련제품 제조업,"21,117,283","10,558,641,500",,,,N/A,-999,N/A,N/A,5.25,2379,N/A
142760,바이오리더스,자연과학 및 공학 연구개발업,"19,185,525","9,592,762,500",,,,N/A,-1577,N/A,N/A,4.52,1824,N/A
143160,아이디스,통신 및 방송 장비 제조업,"10,716,390","5,358,195,000",,,,47.67,836,N/A,N/A,2.68,14857,0.63
143240,사람인에이치알,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,659,263","5,829,631,500",,,,11.32,2168,N/A,N/A,2.46,9997,2.36
143540,영우디에스피,특수 목적용 기계 제조업,"35,073,845","17,536,922,500",,,,3.5,496,N/A,N/A,1.54,1127,N/A
144510,녹십자랩셀,"그외 기타 전문, 과학 및 기술 서비스업","10,554,054","5,277,027,000",,,,N/A,-159,N/A,N/A,14.4,4126,0.04
144960,뉴파워프라즈마,특수 목적용 기계 제조업,"41,351,685","4,135,168,500",,,,26.71,234,N/A,N/A,1.8,3468,N/A
145020,휴젤,기초 의약물질 및 생물학적 제제 제조업,"12,670,135","6,385,067,500",,,,57.7,2683,44,3514,2.74,56575,N/A
147760,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000",,,,N/A,-429,N/A,N/A,1.62,3830,N/A
147830,제룡산업,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,000,000","5,000,000,000",,,,22.9,214,N/A,N/A,0.87,5607,2.04
148140,비디아이,일반 목적용 기계 제조업,"16,880,626","8,440,313,000",,,,N/A,-39,N/A,N/A,2.26,2524,N/A
148150,세경하이테크,전자부품 제조업,"11,642,000","5,821,000,000",,,,37.25,757,N/A,N/A,2.36,11964,0.89
148250,알엔투테크놀로지,전자부품 제조업,"7,037,317","3,518,658,500",,,,181.13,106,N/A,N/A,4.29,4477,0.26
149950,아바텍,전자부품 제조업,"15,607,500","8,153,750,000",,,,41.71,199,N/A,N/A,0.87,9553,1.21
149980,하이로닉,의료용 기기 제조업,"14,099,995","1,409,999,500",,,,21.56,199,N/A,N/A,1.31,3280,1.3
150840,인트로메딕,의료용 기기 제조업,"26,995,804","13,497,902,000",,,,N/A,-874,N/A,N/A,3.66,605,N/A
150900,파수,소프트웨어 개발 및 공급업,"10,100,905","5,050,452,500",,,,N/A,-430,N/A,N/A,3.34,1596,N/A
151860,KG ETS,폐기물 처리업,"36,000,000","20,051,860,000",,,,1.65,2658,N/A,N/A,0.65,6805,2.51
151910,나노스,전자부품 제조업,"148,625,347","14,862,534,700",,,,N/A,-66,N/A,N/A,13.64,283,N/A
153460,네이블커뮤니케이션즈,소프트웨어 개발 및 공급업,"6,530,014","3,265,007,000",,,,563.12,8,N/A,N/A,1.24,3622,N/A
153490,우리이앤엘,반도체 제조업,"49,900,000","24,950,000,000",,,,7.64,110,N/A,N/A,0.65,1295,N/A
153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"14,377,758","7,188,879,000",,,,N/A,-58,N/A,N/A,10.15,2453,N/A
154030,아시아종묘,작물 재배업,"9,530,732","4,765,366,000",,,,N/A,-180,N/A,N/A,3.01,1745,N/A
154040,솔루에타,전자부품 제조업,"12,980,146","6,490,073,000",,,,N/A,-658,N/A,N/A,0.6,4532,N/A
155650,와이엠씨,전자부품 제조업,"19,974,358","9,987,179,000",,,,N/A,-71,N/A,N/A,2.7,4299,N/A
156100,엘앤케이바이오,의료용 기기 제조업,"12,466,416","6,233,208,000",,,,N/A,-814,N/A,N/A,4.08,2389,N/A
158310,스타모빌리티,특수 목적용 기계 제조업,"12,071,642","6,035,821,000",,,,N/A,-2158,N/A,N/A,0.34,1489,N/A
158430,아톤,소프트웨어 개발 및 공급업,"4,353,577","2,176,788,500",,,,N/A,-3106,N/A,N/A,2.69,10516,N/A
159580,제로투세븐,생활용품 도매업,"20,032,636","10,016,318,000",,,,18.53,375,16,433,1.87,3708,N/A
159910,스킨앤스킨,기타 화학제품 제조업,"139,052,735","13,905,273,500",,,,N/A,-35,N/A,N/A,0.89,296,N/A
160550,NEW,"영화, 비디오물, 방송프로그램 제작 및 배급업","27,906,106","13,953,053,000",,,,N/A,-376,N/A,N/A,1.21,3957,N/A
160600,이큐셀,특수 목적용 기계 제조업,"60,136,203","30,068,101,500",,,,N/A,-1614,N/A,N/A,0.65,479,N/A
160980,싸이맥스,특수 목적용 기계 제조업,"10,924,243","5,462,121,500",,,,22.32,663,N/A,N/A,1.42,10409,1.69
161570,THE MIDONG,영상 및 음향기기 제조업,"13,791,786","6,895,893,000",,,,N/A,-182,N/A,N/A,0.81,2162,N/A
161580,필옵틱스,특수 목적용 기계 제조업,"18,860,101","9,430,050,500",,,,N/A,-578,N/A,N/A,3.56,3571,N/A
164060,이루다,의료용 기기 제조업,"7,065,000","3,532,500,000",,,,30.1,505,N/A,N/A,5.86,2596,N/A
166090,하나머티리얼즈,반도체 제조업,"19,627,674","9,813,837,000",,,,19.4,1340,N/A,N/A,3.43,7585,0.77
166480,코아스템,의약품 제조업,"15,717,440","7,858,720,000",,,,N/A,-359,N/A,N/A,7.31,3610,N/A
168330,내츄럴엔도텍,자연과학 및 공학 연구개발업,"20,665,822","10,332,911,000",,,,N/A,-559,N/A,N/A,2.52,1002,N/A
169330,마크로밀엠브레인,시장조사 및 여론조사업,"8,968,459","4,484,229,500",,,,N/A,N/A,N/A,N/A,N/A,N/A,1.56
170030,현대공업,자동차 신품 부품 제조업,"15,340,000","7,670,000,000",,,,20,255,N/A,N/A,0.75,6840,1.29
170790,파이오링크,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000",,,,15.24,932,N/A,N/A,2.37,5986,0.7
170920,엘티씨,기초 화학물질 제조업,"7,519,943","3,759,971,500",,,,84.39,173,N/A,N/A,1.21,12064,0.69
171010,램테크놀러지,기초 화학물질 제조업,"11,606,968","5,803,484,000",,,,25.49,319,N/A,N/A,2.9,2802,N/A
171090,선익시스템,특수 목적용 기계 제조업,"8,999,295","4,499,647,500",,,,11.05,590,N/A,N/A,0.62,10520,1.53
171120,라이온켐텍,기타 화학제품 제조업,"18,893,576","9,446,788,000",,,,10.72,726,N/A,N/A,1.3,5999,1.87
173130,오파스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000",,,,N/A,-3083,N/A,N/A,2,4313,N/A
173940,에프엔씨엔터,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000",,,,N/A,-311,N/A,N/A,1.25,4790,N/A
174880,장원테크,통신 및 방송 장비 제조업,"41,707,444","4,170,744,400",,,,N/A,-310,N/A,N/A,0.75,2043,N/A
174900,앱클론,의료용품 및 기타 의약 관련제품 제조업,"14,392,000","7,196,000,000",,,,N/A,-334,N/A,N/A,17.52,2209,N/A
175140,인포마크,통신 및 방송 장비 제조업,"3,653,256","1,826,628,000",,,,N/A,-3365,N/A,N/A,3.03,1976,N/A
175250,아이큐어,의약품 제조업,"7,363,196","3,681,598,000",,,,N/A,-1425,N/A,N/A,3.28,15130,N/A
176440,에이치엔티,전자부품 제조업,"85,739,345","8,573,934,500",,,,N/A,-77,N/A,N/A,2.74,702,N/A
177350,베셀,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",,,,N/A,-719,N/A,N/A,1.67,1992,N/A
177830,파버나인,전자부품 제조업,"13,293,752","6,646,876,000",,,,N/A,-671,N/A,N/A,1.26,4641,N/A
178320,서진시스템,통신 및 방송 장비 제조업,"18,100,666","9,050,333,000",,,,21.68,2108,N/A,N/A,2.95,15482,0.66
178780,유테크,전자부품 제조업,"30,315,133","15,157,566,500",,,,N/A,-74,N/A,N/A,4.01,911,N/A
178920,PI첨단소재,플라스틱제품 제조업,"29,366,322","14,683,161,000",,,,36.11,954,21,1638,3.98,8664,0.91
179290,엠아이텍,의료용 기기 제조업,"30,423,558","15,211,779,000",,,,28.82,144,N/A,N/A,2.62,1585,1.21
179900,유티아이,전자부품 제조업,"16,116,895","8,058,447,500",,,,97.44,156,N/A,N/A,3.94,3862,0.66
180400,캔서롭,기타 과학기술 서비스업,"23,078,062","11,539,031,000",,,,N/A,-735,N/A,N/A,7.69,1007,N/A
181340,이즈미디어,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","7,077,100","3,538,550,000",,,,N/A,-904,N/A,N/A,0.67,4828,N/A
182360,큐브엔터,오디오물 출판 및 원판 녹음업,"33,619,639","3,361,963,900",,,,425,11,N/A,N/A,7.26,644,N/A
182400,엔케이맥스,기초 의약물질 및 생물학적 제제 제조업,"32,709,634","16,354,817,000",,,,N/A,-533,N/A,N/A,5.45,3195,N/A
182690,테라셈,반도체 제조업,"21,163,148","10,581,574,000",,,,N/A,-319,N/A,N/A,3.31,695,N/A
183300,코미코,특수 목적용 기계 제조업,"8,775,000","4,387,500,000",,,,15.63,2454,N/A,N/A,2.77,13838,1.04
183490,엔지켐생명과학,기초 의약물질 및 생물학적 제제 제조업,"8,224,508","4,112,254,000",,,,N/A,-2176,N/A,N/A,16.92,8540,N/A
184230,SGA솔루션즈,소프트웨어 개발 및 공급업,"36,676,033","3,667,603,300",,,,N/A,-686,N/A,N/A,1.88,445,N/A
185490,아이진,자연과학 및 공학 연구개발업,"11,488,555","5,744,277,500",,,,N/A,-899,N/A,N/A,11.58,1300,N/A
186230,그린플러스,1차 비철금속 제조업,"4,833,871","2,416,935,500",,,,24.23,586,N/A,N/A,1.81,7840,N/A
187220,디티앤씨,기타 과학기술 서비스업,"10,951,507","5,475,753,500",,,,N/A,-531,N/A,N/A,0.81,7602,N/A
187270,신화콘텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,143,845","5,071,922,500",,,,N/A,-65,N/A,N/A,0.49,5223,N/A
187420,제노포커스,기초 의약물질 및 생물학적 제제 제조업,"21,838,263","10,919,131,500",,,,N/A,-270,N/A,N/A,3.2,2350,N/A
187790,나노,기초 화학물질 제조업,"25,797,855","12,898,927,500",,,,46.83,30,N/A,N/A,0.7,2019,N/A
187870,디바이스이엔지,특수 목적용 기계 제조업,"7,036,609","3,518,304,500",,,,21.91,1043,N/A,N/A,2.26,10097,N/A
189300,인텔리안테크,통신 및 방송 장비 제조업,"7,561,338","3,780,669,000",,,,62.47,461,N/A,N/A,2.56,11262,0.35
189690,포시에스,소프트웨어 개발 및 공급업,"8,260,611","4,130,305,500",,,,14.89,483,N/A,N/A,1.1,6562,1.33
189860,서전기전,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","9,698,780","4,849,390,000",,,,29.81,105,N/A,N/A,0.83,3776,0.96
189980,흥국에프엔비,비알코올음료 및 얼음 제조업,"36,706,455","3,670,645,500",,,,15.6,108,N/A,N/A,0.94,1784,1.78
190510,나무가,전자부품 제조업,"6,871,090","3,633,284,500",,,,20.01,952,N/A,N/A,2.51,7586,N/A
191410,육일씨엔에쓰,전자부품 제조업,"9,363,022","4,681,511,000",,,,N/A,-875,N/A,N/A,1.36,2733,N/A
191420,테고사이언스,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000",,,,194.59,157,N/A,N/A,5.15,5929,N/A
192250,케이사인,소프트웨어 개발 및 공급업,"64,671,257","6,467,125,700",,,,21.45,62,N/A,N/A,1.55,858,N/A
192390,윈하이텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","10,656,896","5,328,448,000",,,,N/A,-874,N/A,N/A,0.52,5031,N/A
192410,감마누,통신 및 방송 장비 제조업,"24,435,800","12,217,900,000",,,,N/A,-60,N/A,N/A,0.38,1066,N/A
192440,슈피겐코리아,그외 기타 제품 제조업,"6,216,363","3,108,181,500",,,,9.1,6976,7,9049,1.27,50152,2.05
193250,와이제이엠게임즈,전자부품 제조업,"54,147,235","5,414,723,500",,,,N/A,-93,N/A,N/A,1.32,1342,N/A
194480,데브시스터즈,소프트웨어 개발 및 공급업,"11,204,370","5,602,185,000",,,,N/A,-648,N/A,N/A,0.8,10465,N/A
194510,파티게임즈,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000",,,,N/A,-141,N/A,N/A,0.38,1429,N/A
194700,노바렉스,기타 식품 제조업,"9,003,740","4,501,870,000",,,,21.51,2006,19,2299,3.56,12110,0.46
195440,퓨전,소프트웨어 개발 및 공급업,"4,135,992","2,067,996,000",,,,N/A,-2829,N/A,N/A,0.3,6953,N/A
195500,마니커에프앤지,"도축, 육류 가공 및 저장 처리업","10,768,000","5,384,000,000",,,,28.34,337,N/A,N/A,2.66,3594,N/A
195990,에이비프로바이오,특수 목적용 기계 제조업,"227,860,821","113,930,410,500",,,,N/A,-256,N/A,N/A,1.07,730,N/A
196170,알테오젠,자연과학 및 공학 연구개발업,"13,995,950","6,997,975,000",,,,1104.97,181,N/A,N/A,76.39,2618,N/A
196300,애니젠,기초 의약물질 및 생물학적 제제 제조업,"5,016,165","2,508,082,500",,,,N/A,-1234,N/A,N/A,5.74,2770,N/A
196450,디오스텍,사진장비 및 광학기기 제조업,"144,000,969","28,800,193,800",,,,N/A,-14,N/A,N/A,0.78,528,N/A
196490,디에이테크놀로지,특수 목적용 기계 제조업,"72,864,242","36,432,121,000",,,,N/A,-466,N/A,N/A,1.8,1040,N/A
196700,웹스,합성고무 및 플라스틱 물질 제조업,"13,698,476","6,849,238,000",,,,59.03,36,N/A,N/A,0.74,2889,N/A
197140,디지캡,소프트웨어 개발 및 공급업,"7,409,323","3,704,661,500",,,,278.93,14,N/A,N/A,1.01,3881,1.79
198080,엔피디,전자부품 제조업,"21,535,185","10,767,592,500",,,,3.65,1167,N/A,N/A,0.99,4290,N/A
198440,고려시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업","31,979,960","3,197,996,000",,,,41.73,84,N/A,N/A,1.3,2691,0.43
200130,콜마비앤에이치,기초 의약물질 및 생물학적 제제 제조업,"29,543,558","14,771,779,000",,,,32.69,2016,26,2527,7.37,8936,0.38
200230,텔콘RF제약,통신 및 방송 장비 제조업,"85,377,382","8,537,738,200",,,,N/A,-646,N/A,N/A,4.34,1324,N/A
200470,에이팩트,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000",,,,34.26,202,N/A,N/A,1.96,3532,N/A
200670,휴메딕스,의약품 제조업,"9,971,194","4,985,597,000",,,,31.71,905,23,1244,2.52,11374,1.74
200710,에이디테크놀로지,반도체 제조업,"12,469,301","6,529,409,000",,,,40.84,808,N/A,N/A,5.78,5707,N/A
200780,비씨월드제약,의약품 제조업,"8,892,384","1,778,476,800",,,,24.09,826,N/A,N/A,1.71,11632,0.46
201490,미투온,소프트웨어 개발 및 공급업,"31,257,770","15,628,885,000",,,,24.27,347,N/A,N/A,3.53,2383,N/A
203450,유니온커뮤니티,통신 및 방송 장비 제조업,"14,679,007","7,339,503,500",,,,11.92,258,N/A,N/A,1.19,2576,2.28
203650,드림시큐리티,소프트웨어 개발 및 공급업,"50,605,754","5,060,575,400",,,,30.65,124,N/A,N/A,2.87,1322,N/A
203690,프로스테믹스,기초 의약물질 및 생물학적 제제 제조업,"45,756,948","4,575,694,800",,,,N/A,-36,N/A,N/A,6.71,648,N/A
204020,그리티,봉제의복 제조업,"20,147,430","10,393,049,000",,,,69.17,42,N/A,N/A,0.78,3706,1.03
204270,제이앤티씨,전자부품 제조업,"57,848,466","28,924,233,000",,,,8.16,1691,N/A,N/A,1.98,6980,N/A
204620,글로벌텍스프리,금융 지원 서비스업,"38,795,339","19,397,669,500",,,,6.84,399,N/A,N/A,1.32,2073,N/A
204630,플리트 엔터테인먼트,창작 및 예술관련 서비스업,"28,934,241","2,893,424,100",,,,N/A,-236,N/A,N/A,2.01,1358,N/A
204840,지엘팜텍,자연과학 및 공학 연구개발업,"44,684,323","4,468,432,300",,,,N/A,-178,N/A,N/A,5.75,179,N/A
204990,코썬바이오,기타 식품 제조업,"31,942,923","15,971,461,500",,,,N/A,-1456,N/A,N/A,0.19,122,N/A
205100,엑셈,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300",,,,18.02,222,N/A,N/A,1.95,2049,N/A
205470,휴마시스,의료용품 및 기타 의약 관련제품 제조업,"34,223,815","3,422,381,500",,,,N/A,-24,N/A,N/A,23.53,680,N/A
205500,액션스퀘어,소프트웨어 개발 및 공급업,"41,332,645","20,666,322,500",,,,N/A,-178,N/A,N/A,4.25,494,N/A
206400,엔터메이트,소프트웨어 개발 및 공급업,"83,314,615","8,331,461,500",,,,N/A,-38,N/A,N/A,4.89,367,N/A
206560,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업","25,348,136","12,674,068,000",,,,N/A,-305,N/A,N/A,2.28,2487,N/A
206640,바디텍메드,의료용품 및 기타 의약 관련제품 제조업,"23,477,551","23,477,551,000",,,,44.72,483,N/A,N/A,6.59,3279,0.23
206650,유바이오로직스,의약품 제조업,"27,841,501","13,920,750,500",,,,122.82,252,N/A,N/A,20.3,1525,N/A
207760,미스터블루,기타 정보 서비스업,"24,515,004","2,451,500,400",,,,25.32,545,N/A,N/A,7.67,1800,0.18
208140,정다운,"도축, 육류 가공 및 저장 처리업","20,529,824","2,052,982,400",,,,566.67,6,N/A,N/A,1.42,2387,N/A
208340,파멥신,의약품 제조업,"13,874,185","6,937,092,500",,,,N/A,-1007,N/A,N/A,4.84,4533,N/A
208350,지란지교시큐리티,소프트웨어 개발 및 공급업,"7,774,533","3,887,266,500",,,,15.77,307,N/A,N/A,0.96,5032,N/A
208370,셀바스헬스케어,의료용 기기 제조업,"21,680,564","10,840,282,000",,,,N/A,-49,N/A,N/A,1.81,1099,N/A
208640,썸에이지,소프트웨어 개발 및 공급업,"124,921,731","12,492,173,100",,,,N/A,-131,N/A,N/A,3.78,185,N/A
208710,바이오로그디바이스,전자부품 제조업,"28,870,357","2,887,035,700",,,,10.53,170,N/A,N/A,0.9,1989,N/A
208860,엔지스테크널러지,소프트웨어 개발 및 공급업,"10,046,564","5,023,282,000",,,,N/A,-607,N/A,N/A,6.89,982,N/A
211270,AP위성,통신 및 방송 장비 제조업,"15,014,804","7,507,402,000",,,,95.9,83,N/A,N/A,1.36,5862,0.88
212560,네오오토,자동차 신품 부품 제조업,"7,874,963","3,937,481,500",,,,12.84,313,N/A,N/A,0.4,10123,1.24
213090,미래테크놀로지,소프트웨어 개발 및 공급업,"6,120,788","3,060,394,000",,,,69.52,126,N/A,N/A,0.91,9665,1.37
213420,덕산네오룩스,전자부품 제조업,"24,010,012","4,802,002,400",,,,37.24,1027,30,1256,5.48,6976,N/A
214150,클래시스,의료용 기기 제조업,"64,709,168","6,470,916,800",,,,22.93,615,22,652,9.41,1499,0.33
214180,민앤지,기타 정보 서비스업,"12,362,476","6,341,238,000",,,,10.84,1292,N/A,N/A,1.47,9532,1.64
214260,라파스,기타 화학제품 제조업,"8,389,416","4,194,708,000",,,,225.7,107,N/A,N/A,4.14,5835,N/A
214270,퓨쳐스트림네트웍스,소프트웨어 개발 및 공급업,"100,876,216","10,087,621,600",,,,16.29,70,N/A,N/A,1.82,625,N/A
214310,세미콘라이트,반도체 제조업,"26,632,293","13,316,146,500",,,,N/A,-1397,N/A,N/A,0.53,1702,N/A
214370,케어젠,기초 의약물질 및 생물학적 제제 제조업,"10,743,000","5,371,500,000",,,,23.81,2772,N/A,N/A,3.36,19667,4.24
214430,아이쓰리시스템,전자부품 제조업,"7,106,760","3,580,660,000",,,,N/A,-297,N/A,N/A,2.45,9668,0.3
214450,파마리서치프로덕트,생활용품 도매업,"9,627,643","4,813,821,500",,,,36.88,1654,25,2480,2.8,21816,0.49
214680,디알텍,의료용 기기 제조업,"51,782,343","5,178,234,300",,,,53.28,32,N/A,N/A,2.18,783,N/A
214870,뉴지랩,통신 및 방송 장비 제조업,"26,259,398","13,129,699,000",,,,N/A,-252,N/A,N/A,5.26,2613,N/A
215000,골프존,소프트웨어 개발 및 공급업,"6,275,415","3,137,707,500",,,,26.85,2693,N/A,N/A,2.27,31830,2.84
215090,이디티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,144,727","2,614,472,700",,,,N/A,-309,N/A,N/A,0.89,861,N/A
215100,로보로보,기타 전기장비 제조업,"17,798,454","1,779,845,400",,,,N/A,-1,N/A,N/A,3.86,1379,0.24
215200,메가스터디교육,일반 교습 학원,"11,821,880","1,182,188,000",,,,9.76,3480,N/A,N/A,1.67,20363,3.24
215360,우리산업,자동차 신품 부품 제조업,"9,132,163","4,566,081,500",,,,26.26,796,22,960,1.66,12564,0.57
215380,우정바이오,자연과학 및 공학 연구개발업,"11,222,940","5,611,470,000",,,,290.67,30,N/A,N/A,3.04,2871,N/A
215480,토박스코리아,"섬유, 의복, 신발 및 가죽제품 소매업","40,924,427","4,092,442,700",,,,N/A,-15,N/A,N/A,1.89,528,N/A
215600,신라젠,자연과학 및 공학 연구개발업,"71,617,125","35,808,562,500",,,,N/A,-1526,N/A,N/A,17.41,695,N/A
215790,이노인스트루먼트,통신 및 방송 장비 제조업,"40,283,149","20,141,574,500",,,,N/A,-1072,N/A,N/A,1.08,1627,N/A
216050,인크로스,광고업,"8,056,777","4,028,388,500",,,,35.76,1190,N/A,N/A,4.85,8766,N/A
216080,제테마,의료용품 및 기타 의약 관련제품 제조업,"17,497,552","8,748,776,000",,,,N/A,-1077,N/A,N/A,9.26,2647,N/A
217190,제너셈,특수 목적용 기계 제조업,"8,769,174","4,384,587,000",,,,18.56,240,N/A,N/A,1.95,2281,1.12
217270,넵튠,소프트웨어 개발 및 공급업,"23,370,146","11,685,073,000",,,,N/A,-510,N/A,N/A,3.54,2827,N/A
217330,싸이토젠,자연과학 및 공학 연구개발업,"5,633,864","2,816,932,000",,,,N/A,-803,N/A,N/A,3.86,2964,N/A
217480,에스디생명공학,기타 화학제품 제조업,"22,415,066","11,207,533,000",,,,N/A,-858,N/A,N/A,1.28,4113,N/A
217500,러셀,특수 목적용 기계 제조업,"31,812,000","3,181,200,000",,,,15.34,147,N/A,N/A,1.6,1405,1.11
217600,켐온,자연과학 및 공학 연구개발업,"63,861,340","6,386,134,000",,,,79.19,31,N/A,N/A,3.92,626,N/A
217620,디딤,음식점업,"37,001,905","3,700,190,500",,,,N/A,-109,N/A,N/A,1.69,794,N/A
217730,강스템바이오텍,기초 의약물질 및 생물학적 제제 제조업,"20,979,437","10,489,718,500",,,,N/A,-1191,N/A,N/A,3.54,2622,N/A
217820,엔에스,특수 목적용 기계 제조업,"9,800,000","4,900,000,000",,,,17.17,473,N/A,N/A,2.46,3299,0.99
218150,미래생명자원,동물용 사료 및 조제식품 제조업,"18,671,428","1,867,142,800",,,,59.83,58,N/A,N/A,2.06,1688,N/A
218410,RFHIC,통신 및 방송 장비 제조업,"23,847,620","11,923,810,000",,,,61.37,629,45,865,4.67,8263,0.52
219130,타이거일렉,전자부품 제조업,"6,314,290","3,157,145,000",,,,25.86,493,N/A,N/A,1.78,7154,N/A
219420,링크제니시스,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000",,,,446,15,N/A,N/A,2.23,2997,N/A
219550,MP한강,생활용품 도매업,"57,370,063","5,737,006,300",,,,N/A,-71,N/A,N/A,3.11,389,N/A
219750,지티지웰니스,의료용 기기 제조업,"13,146,971","6,573,485,500",,,,N/A,-667,N/A,N/A,4.94,1017,N/A
220100,퓨쳐켐,의약품 제조업,"5,812,686","2,906,343,000",,,,N/A,-935,N/A,N/A,9.68,1059,N/A
220180,핸디소프트,소프트웨어 개발 및 공급업,"19,400,000","9,700,000,000",,,,N/A,-553,N/A,N/A,1.26,2845,N/A
220260,켐트로스,기타 화학제품 제조업,"26,323,057","2,632,305,700",,,,100.14,72,N/A,N/A,4.16,1732,N/A
220630,해마로푸드서비스,음·식료품 및 담배 도매업,"101,817,531","10,181,753,100",,,,11.87,222,N/A,N/A,2.72,967,1.9
221610,자안,기타 화학제품 제조업,"141,278,275","14,127,827,500",,,,N/A,-12,N/A,N/A,1.52,244,N/A
221840,하이즈항공,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500",,,,26.49,134,N/A,N/A,0.77,4601,1.72
221980,케이디켐,기타 화학제품 제조업,"4,034,800","2,017,400,000",,,,6.44,1840,N/A,N/A,0.59,19964,4.22
222040,코스맥스엔비티,기타 식품 제조업,"20,628,000","10,314,000,000",,,,N/A,-1147,N/A,N/A,2.99,3143,N/A
222080,씨아이에스,특수 목적용 기계 제조업,"56,331,586","5,633,158,600",,,,30.39,203,N/A,N/A,5.74,1074,N/A
222110,팬젠,의약품 제조업,"9,641,781","4,820,890,500",,,,N/A,-882,N/A,N/A,5.38,1787,N/A
222420,쎄노텍,기타 비금속 광물제품 제조업,"40,158,175","4,015,817,500",,,,N/A,-79,N/A,N/A,2.81,858,N/A
222800,심텍,전자부품 제조업,"31,854,143","15,927,071,500",,,,N/A,-248,N/A,N/A,2.72,7082,0.79
222810,한류AI센터,소프트웨어 개발 및 공급업,"63,983,949","6,398,394,900",,,,N/A,-1658,N/A,N/A,N/A,-92,N/A
222980,한국맥널티,기타 식품 제조업,"10,300,877","5,150,438,500",,,,67.1,107,N/A,N/A,2.37,3024,N/A
223250,드림씨아이에스,자연과학 및 공학 연구개발업,"5,565,870","2,782,935,000",,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
223310,경남제약헬스케어,소프트웨어 개발 및 공급업,"11,396,461","1,139,646,100",,,,N/A,-1051,N/A,N/A,0.99,3361,N/A
224060,코디엠,특수 목적용 기계 제조업,"210,602,198","21,060,219,800",,,,44.4,5,N/A,N/A,0.56,398,N/A
224110,에이텍티앤,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000",,,,46.62,429,N/A,N/A,2.14,9359,N/A
225190,삼양옵틱스,사진장비 및 광학기기 제조업,"10,090,000","5,045,000,000",,,,7.8,1193,N/A,N/A,2.76,3372,10.75
225220,제놀루션,기초 의약물질 및 생물학적 제제 제조업,"4,703,590","2,351,795,000",,,,N/A,-74,N/A,N/A,37.05,946,N/A
225330,씨엠에스에듀,일반 교습 학원,"18,634,628","9,476,384,000",,,,17.13,321,N/A,N/A,2.52,2181,7.73
225430,케이엠제약,기타 화학제품 제조업,"21,387,050","2,138,705,000",,,,N/A,-29,N/A,N/A,3.16,1151,N/A
225530,보광산업,기타 비금속 광물제품 제조업,"36,110,833","18,055,416,500",,,,42.04,162,N/A,N/A,3.62,1880,0.73
225570,넷게임즈,소프트웨어 개발 및 공급업,"28,838,832","14,419,416,000",,,,N/A,-202,N/A,N/A,6.46,1523,N/A
225590,패션플랫폼,봉제의복 제조업,"26,636,713","2,663,671,300",,,,5.74,195,N/A,N/A,0.71,1576,N/A
