CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
39310,세중,여행사 및 기타 여행보조 서비스업,"18,121,667","9,060,833,500",,,,20.52,135,N/A,N/A,0.59,4664,N/A
39340,한국경제TV,텔레비전 방송업,"23,000,000","11,500,000,000",,,,9.78,599,N/A,N/A,1.07,5482,1.54
39420,케이엘넷,전기 통신업,"24,154,730","12,077,365,000",,,,19.66,119,N/A,N/A,1.48,1577,2.56
39440,에스티아이,특수 목적용 기계 제조업,"15,830,000","7,915,000,000",,,,13.54,1322,N/A,N/A,1.63,10999,1.4
39560,다산네트웍스,통신 및 방송 장비 제조업,"33,570,298","18,013,611,500",,,,N/A,-413,N/A,N/A,2.63,5022,N/A
39610,화성밸브,일반 목적용 기계 제조업,"10,410,400","5,205,200,000",,,,21.92,250,N/A,N/A,0.78,7003,N/A
39670,한류타임즈,"서적, 잡지 및 기타 인쇄물 출판업","59,922,652","29,961,326,000",,,,N/A,-6643,N/A,N/A,N/A,-940,N/A
39740,한국정보공학,기타 전문 도매업,"8,018,397","4,009,198,500",,,,22.37,137,N/A,N/A,0.62,4945,N/A
39830,오로라,전문디자인업,"10,762,890","5,381,445,000",,,,106.33,90,N/A,N/A,0.93,10294,2.09
39840,디오,의료용 기기 제조업,"15,523,602","7,761,801,000",,,,20.72,1315,20,1384,2.75,9894,N/A
39860,나노엔텍,의료용 기기 제조업,"26,762,927","13,381,463,500",,,,41.54,272,N/A,N/A,7.09,1593,N/A
39980,리노스,"섬유, 의복, 신발 및 가죽제품 소매업","41,540,606","20,770,303,000",,,,N/A,-89,N/A,N/A,0.67,1770,N/A
40160,누리텔레콤,소프트웨어 개발 및 공급업,"12,055,535","6,027,767,500",,,,7.82,849,N/A,N/A,1.09,6084,0.75
40300,YTN,"영화, 비디오물, 방송프로그램 제작 및 배급업","42,000,000","42,000,000,000",,,,35.47,85,N/A,N/A,0.69,4374,0.33
40350,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","113,758,041","56,879,020,500",,,,N/A,-166,N/A,N/A,4.81,482,N/A
40420,정상제이엘에스,일반 교습 학원,"15,677,552","8,478,776,000",,,,20.93,289,N/A,N/A,1.56,3874,7.11
40610,SG&G,자동차 신품 부품 제조업,"34,087,196","17,043,598,000",,,,N/A,-1106,N/A,N/A,0.24,5957,N/A
40910,아이씨디,특수 목적용 기계 제조업,"17,802,695","8,901,347,500",,,,14.93,1015,N/A,N/A,1.65,9207,0.99
41020,인프라웨어,소프트웨어 개발 및 공급업,"37,463,160","18,731,580,000",,,,N/A,-151,N/A,N/A,1.85,766,N/A
41140,넥슨지티,소프트웨어 개발 및 공급업,"35,373,322","17,686,661,000",,,,77.47,273,N/A,N/A,6.62,3195,N/A
41440,에버다임,특수 목적용 기계 제조업,"17,915,944","8,957,972,000",,,,22.23,193,N/A,N/A,0.4,10747,0.93
41460,한국전자인증,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500",,,,80.95,74,N/A,N/A,2.88,2079,0.77
41510,에스엠,오디오물 출판 및 원판 녹음업,"23,449,501","11,724,750,500",,,,N/A,-365,123,280,1.8,19076,N/A
41520,이라이콤,상품 중개업,"12,188,730","6,094,365,000",,,,13.3,464,N/A,N/A,0.36,17104,1.62
41590,젬백스지오,실내건축 및 건축마무리 공사업,"77,426,225","38,713,112,500",,,,N/A,-1017,N/A,N/A,0.74,1031,N/A
41830,인바디,의료용 기기 제조업,"13,683,782","6,841,891,000",,,,11.65,1459,N/A,N/A,1.58,10771,0.82
41910,에스텍파마,의약품 제조업,"11,898,263","5,949,131,500",,,,8.95,1408,N/A,N/A,1.42,8884,0.79
41920,메디아나,의료용 기기 제조업,"8,650,496","4,325,248,000",,,,19.87,1047,N/A,N/A,2.94,7073,N/A
41930,동아화성,고무제품 제조업,"15,800,000","8,000,000,000",,,,37.47,233,N/A,N/A,1.19,7321,0.57
41960,코미팜,의약품 제조업,"64,185,876","6,418,587,600",,,,N/A,-348,N/A,N/A,14.32,1177,N/A
42000,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,430,597","4,715,298,500",,,,171.88,384,219,302,5.41,12190,N/A
42040,케이피엠테크,기타 화학제품 제조업,"117,820,745","11,782,074,500",,,,N/A,-293,N/A,N/A,1.15,1045,N/A
42110,에스씨디,가정용 기기 제조업,"48,329,564","24,164,782,000",,,,N/A,-45,N/A,N/A,0.57,2075,1.27
42420,네오위즈홀딩스,소프트웨어 개발 및 공급업,"8,856,866","4,653,433,000",,,,10.48,1603,N/A,N/A,0.4,41764,0.73
42500,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000",,,,13.91,353,N/A,N/A,1.02,4818,N/A
42510,라온시큐어,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000",,,,107.71,35,N/A,N/A,6,628,N/A
42520,한스바이오메드,의료용품 및 기타 의약 관련제품 제조업,"9,996,820","4,998,410,000",,,,27.1,762,N/A,N/A,2.73,7573,0.58
42600,새로닉스,전자부품 제조업,"12,423,574","6,211,787,000",,,,N/A,-33,N/A,N/A,0.7,6682,0.85
42940,상지카일룸,건물 건설업,"52,137,435","26,068,717,500",,,,N/A,-86,N/A,N/A,1.39,1043,N/A
43090,큐브앤컴퍼니,기타 전문 도매업,"32,590,313","16,295,156,500",,,,N/A,-250,N/A,N/A,4.73,715,N/A
43100,솔고바이오,의료용 기기 제조업,"57,759,208","28,879,604,000",,,,N/A,-292,N/A,N/A,0.68,577,N/A
43150,바텍,의료용 기기 제조업,"14,854,256","7,427,128,000",,,,12.36,1901,N/A,N/A,1.38,17015,0.43
43200,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","38,606,413","19,303,206,500",,,,N/A,-89,N/A,N/A,2.06,1269,N/A
43220,에이치엘비파워,특수 목적용 기계 제조업,"91,115,377","45,557,688,500",,,,51.14,22,N/A,N/A,2.46,458,N/A
43260,성호전자,전자부품 제조업,"35,598,043","17,799,021,500",,,,N/A,-153,N/A,N/A,0.64,1209,N/A
43290,케이맥,특수 목적용 기계 제조업,"37,161,291","3,716,129,100",,,,N/A,-347,N/A,N/A,1.23,1269,N/A
43340,에쎈테크,일반 목적용 기계 제조업,"72,000,000","36,000,000,000",,,,N/A,-15,N/A,N/A,3.03,383,N/A
43360,디지아이,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000",,,,N/A,-349,N/A,N/A,0.45,5125,N/A
43370,평화정공,자동차 신품 부품 제조업,"21,000,000","10,500,000,000",,,,3.9,1783,N/A,N/A,0.25,28001,2.59
43590,크로바하이텍,반도체 제조업,"23,300,000","11,650,000,000",,,,N/A,-174,N/A,N/A,2.15,692,N/A
43610,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","58,115,438","29,057,719,000",,,,31.32,114,N/A,N/A,1.34,2674,N/A
43650,국순당,알코올음료 제조업,"17,858,304","8,929,152,000",,,,N/A,-216,N/A,N/A,0.33,12427,2.41
43710,서울리거,기타 전문 도매업,"34,903,652","17,451,826,000",,,,N/A,-341,N/A,N/A,0.67,1581,N/A
43910,자연과환경,환경 정화 및 복원업,"53,149,357","26,574,678,500",,,,N/A,-65,N/A,N/A,2,807,N/A
44060,조광ILI,일반 목적용 기계 제조업,"9,885,656","4,942,828,000",,,,41.62,148,N/A,N/A,1.09,5676,N/A
44180,KD,건물 건설업,"78,353,304","39,176,652,000",,,,N/A,-586,N/A,N/A,0.23,2149,N/A
44340,위닉스,가정용 기기 제조업,"17,873,425","8,936,712,500",,,,19.74,1059,N/A,N/A,2.05,10204,2.39
44480,경남바이오파마,고무제품 제조업,"14,251,509","7,125,754,500",,,,N/A,-154,N/A,N/A,1.53,3454,N/A
44490,태웅,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500",,,,N/A,-1527,N/A,N/A,0.46,28391,N/A
44780,에이치케이,특수 목적용 기계 제조업,"18,505,787","9,252,893,500",,,,90.36,14,N/A,N/A,0.48,2654,N/A
44960,이글벳,기타 전문 도매업,"12,641,883","6,320,941,500",,,,73.22,118,N/A,N/A,2.94,2934,0.23
45060,오공,기타 화학제품 제조업,"16,941,974","8,470,987,000",,,,11.1,456,N/A,N/A,1.06,4766,0.99
45100,한양이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업","18,000,000","9,000,000,000",,,,5.52,1964,N/A,N/A,0.56,19275,4.15
45300,성우테크론,전자부품 제조업,"9,405,602","4,702,801,000",,,,73.19,91,N/A,N/A,1.25,5314,0.59
45340,토탈소프트,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",,,,13.67,384,N/A,N/A,3.69,1422,N/A
45390,대아티아이,기타 전기장비 제조업,"71,151,522","7,115,152,200",,,,224.84,31,N/A,N/A,5.25,1327,0.29
45510,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,209,292","16,104,646,000",,,,207.5,8,N/A,N/A,1.37,1208,N/A
45520,크린앤사이언스,일반 목적용 기계 제조업,"6,500,000","3,650,000,000",,,,27.84,1356,N/A,N/A,5.21,7240,0.8
45660,에이텍,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000",,,,37.54,847,N/A,N/A,3.32,9579,0.31
45890,GV,전구 및 조명장치 제조업,"48,350,590","24,175,295,000",,,,N/A,-845,N/A,N/A,0.77,1054,N/A
45970,코아시아,반도체 제조업,"26,254,864","13,127,432,000",,,,61.68,184,N/A,N/A,2.04,5569,0.51
46070,코다코,자동차 신품 부품 제조업,"39,064,256","19,532,128,000",,,,N/A,-654,N/A,N/A,1.6,686,N/A
46110,한일네트웍스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,954,227","5,977,113,500",,,,7.54,620,N/A,N/A,0.9,5190,4.92
46120,오르비텍,기타 과학기술 서비스업,"23,790,573","11,895,286,500",,,,N/A,-75,N/A,N/A,1.23,2853,N/A
46140,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,463,555","10,731,777,500",,,,60.7,100,N/A,N/A,0.82,7370,N/A
46210,파나진,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000",,,,50.57,122,N/A,N/A,9.76,632,N/A
46310,백금T&A,통신 및 방송 장비 제조업,"16,247,615","8,123,807,500",,,,58.54,48,N/A,N/A,1.07,2636,1.78
46390,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,172,933","8,634,586,600",,,,33.45,42,N/A,N/A,1.59,886,N/A
46440,KG모빌리언스,소프트웨어 개발 및 공급업,"38,825,568","19,412,784,000",,,,18.04,593,N/A,N/A,1.63,6548,1.87
46890,서울반도체,반도체 제조업,"58,305,400","29,152,700,000",,,,41.18,425,27,651,1.51,11610,0.89
46940,우원개발,기반조성 및 시설물 축조관련 전문공사업,"18,074,350","9,037,175,000",,,,9.2,653,N/A,N/A,1.19,5042,N/A
46970,우리로,기타 전문 도매업,"27,519,580","13,759,790,000",,,,N/A,-427,N/A,N/A,1.53,1105,N/A
47080,한빛소프트,소프트웨어 개발 및 공급업,"24,779,836","12,389,918,000",,,,73.53,51,N/A,N/A,6.24,601,N/A
47310,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000",,,,8.65,897,N/A,N/A,1.17,6652,0.64
47560,이스트소프트,소프트웨어 개발 및 공급업,"9,899,400","4,949,700,000",,,,N/A,-1144,N/A,N/A,1.61,4035,N/A
47770,코데즈컴바인,봉제의복 제조업,"37,842,602","18,921,301,000",,,,14.8,176,N/A,N/A,2.32,1121,N/A
47820,초록뱀,"영화, 비디오물, 방송프로그램 제작 및 배급업","90,843,392","45,421,696,000",,,,16.53,98,N/A,N/A,1.82,890,N/A
47920,메디포럼제약,자연과학 및 공학 연구개발업,"14,042,872","7,021,436,000",,,,62.66,94,N/A,N/A,4.67,1262,N/A
48260,오스템임플란트,의료용 기기 제조업,"14,285,717","7,142,858,500",,,,N/A,-2164,N/A,N/A,7.74,5571,N/A
48410,현대바이오,기타 화학제품 제조업,"35,915,877","17,957,938,500",,,,N/A,-28,N/A,N/A,8.61,1486,N/A
48430,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","11,520,000","5,760,000,000",,,,29.76,410,N/A,N/A,1.29,9443,0.82
48470,대동스틸,1차 철강 제조업,"10,000,000","5,000,000,000",,,,72.11,71,N/A,N/A,0.86,5984,0.59
48530,인트론바이오,기초 의약물질 및 생물학적 제제 제조업,"31,357,086","15,678,543,000",,,,N/A,-211,N/A,N/A,9.03,2021,N/A
48550,SM C&C,광고업,"94,610,120","47,305,060,000",,,,70.2,25,N/A,N/A,1.44,1220,N/A
48770,TPC,일반 목적용 기계 제조업,"13,480,276","6,740,138,000",,,,N/A,-306,N/A,N/A,1.88,2001,0.4
48830,엔피케이,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500",,,,N/A,-55,N/A,N/A,0.76,2161,1.82
48870,시너지이노베이션,의료용 기기 제조업,"65,725,296","32,862,648,000",,,,N/A,-2,N/A,N/A,2.04,1085,N/A
48910,대원미디어,기타 전문 도매업,"12,578,946","6,319,473,000",,,,N/A,-4,N/A,N/A,0.97,6479,N/A
49070,인탑스,통신 및 방송 장비 제조업,"17,200,000","8,600,000,000",,,,7.07,2001,N/A,N/A,0.54,25972,1.77
49080,기가레인,특수 목적용 기계 제조업,"52,276,120","26,138,060,000",,,,N/A,-807,N/A,N/A,2.12,513,N/A
49120,파인디앤씨,전자부품 제조업,"26,359,944","13,179,972,000",,,,N/A,-79,N/A,N/A,1.47,1260,1.35
49180,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"29,701,057","14,850,528,500",,,,N/A,-1638,N/A,N/A,35.18,170,N/A
49430,코메론,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","9,048,000","4,524,000,000",,,,5.76,1494,N/A,N/A,0.51,16924,2.33
49470,SGA,소프트웨어 개발 및 공급업,"48,362,249","48,362,249,000",,,,N/A,-333,N/A,N/A,1.03,569,N/A
49480,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500",,,,45.07,72,N/A,N/A,1.63,1991,0.46
49520,유아이엘,전자부품 제조업,"21,784,936","11,142,469,000",,,,17.35,236,N/A,N/A,0.51,7990,9.77
49550,잉크테크,기타 화학제품 제조업,"16,019,932","8,310,957,500",,,,N/A,-191,N/A,N/A,1.44,2237,N/A
49630,재영솔루텍,사진장비 및 광학기기 제조업,"73,257,244","36,628,622,000",,,,10.32,71,N/A,N/A,0.95,768,N/A
49720,고려신용정보,기타 사업지원 서비스업,"14,300,000","7,150,000,000",,,,11.59,478,N/A,N/A,3.77,1471,4.51
49830,승일,기타 금속 가공제품 제조업,"6,132,112","3,066,056,000",,,,N/A,-17,N/A,N/A,0.36,24021,N/A
49950,미래컴퍼니,특수 목적용 기계 제조업,"8,362,306","4,181,153,000",,,,29.56,971,N/A,N/A,1.96,14650,0.75
49960,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업,"9,400,000","4,700,000,000",,,,21.04,853,N/A,N/A,1.26,14264,3.34
50090,휘닉스소재,전자부품 제조업,"79,138,942","39,569,471,000",,,,N/A,-23,N/A,N/A,1.27,406,N/A
50110,캠시스,전자부품 제조업,"67,839,980","33,919,990,000",,,,33.35,97,N/A,N/A,1.82,1773,N/A
50120,라이브플렉스,생활용품 도매업,"135,640,864","69,092,015,500",,,,N/A,-173,N/A,N/A,1.09,673,N/A
50320,에이앤티앤,기계장비 및 관련 물품 도매업,"44,661,760","4,466,176,000",,,,N/A,-97,N/A,N/A,7.95,127,N/A
50540,한국코퍼레이션,기타 사업지원 서비스업,"38,785,593","19,392,796,500",,,,N/A,-213,N/A,N/A,0.42,667,N/A
50760,에스폴리텍,플라스틱제품 제조업,"16,334,678","8,167,339,000",,,,11.08,719,N/A,N/A,2.12,3761,0.63
50860,아세아텍,특수 목적용 기계 제조업,"17,500,000","8,750,000,000",,,,N/A,-126,N/A,N/A,0.53,5881,1.61
50890,쏠리드,통신 및 방송 장비 제조업,"52,185,175","26,092,587,500",,,,41.07,242,N/A,N/A,4.18,2379,N/A
50960,수산아이앤티,소프트웨어 개발 및 공급업,"6,751,000","3,375,500,000",,,,23.11,476,N/A,N/A,0.99,11063,0.68
51160,지어소프트,소프트웨어 개발 및 공급업,"14,574,555","7,287,277,500",,,,N/A,-49,N/A,N/A,18.95,657,N/A
51360,토비스,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",,,,6.07,1208,N/A,N/A,0.57,12928,3.27
51370,인터플렉스,전자부품 제조업,"23,327,472","11,663,736,000",,,,N/A,-1293,N/A,N/A,1.54,9173,N/A
51380,피씨디렉트,기계장비 및 관련 물품 도매업,"7,668,536","3,834,268,000",,,,22.73,484,N/A,N/A,2.34,4704,0.91
51390,YW,상품 종합 도매업,"11,355,368","5,677,684,000",,,,19.37,191,N/A,N/A,0.46,8043,1.35
51490,나라엠앤디,특수 목적용 기계 제조업,"14,200,000","7,230,000,000",,,,43.89,190,N/A,N/A,1.43,5827,0.72
51500,CJ프레시웨이,음·식료품 및 담배 도매업,"11,871,586","11,871,586,000",,,,N/A,-1039,-18,-893,1.04,15026,1.59
51780,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업","89,062,197","44,531,098,500",,,,N/A,-86,N/A,N/A,2.17,286,N/A
51980,센트럴바이오,플라스틱제품 제조업,"46,304,890","23,402,445,000",,,,N/A,-203,N/A,N/A,1.4,501,N/A
52020,에스티큐브,기계장비 및 관련 물품 도매업,"30,385,009","15,192,504,500",,,,N/A,-434,N/A,N/A,8.11,1228,N/A
52190,이에스에이,창작 및 예술관련 서비스업,"45,801,509","22,900,754,500",,,,N/A,-581,N/A,N/A,0.39,761,N/A
52220,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","23,000,000","11,500,000,000",,,,28.32,101,N/A,N/A,1.25,2279,N/A
52260,SK바이오랜드,기타 화학제품 제조업,"15,000,000","7,500,000,000",,,,61,491,N/A,N/A,2.95,10160,1.17
52300,W홀딩컴퍼니,기타 운송관련 서비스업,"232,418,093","23,241,809,300",,,,N/A,-46,N/A,N/A,0.63,427,N/A
52330,코텍,영상 및 음향기기 제조업,"15,574,552","7,787,276,000",,,,4.89,1807,N/A,N/A,0.41,21595,4.53
52400,코나아이,소프트웨어 개발 및 공급업,"15,559,118","7,779,559,000",,,,N/A,-458,N/A,N/A,2.23,5848,N/A
52420,오성첨단소재,플라스틱제품 제조업,"61,966,225","31,044,396,500",,,,8.97,253,N/A,N/A,0.81,2804,N/A
52460,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,607,936","7,303,968,000",,,,N/A,-76,N/A,N/A,1.78,2349,N/A
52600,한네트,전기 통신업,"11,563,700","5,781,850,000",,,,46.65,85,N/A,N/A,1.35,2943,2.52
52670,제일바이오,의약품 제조업,"15,000,000","7,500,000,000",,,,331.79,28,N/A,N/A,3.55,2619,N/A
52710,아모텍,전자부품 제조업,"9,743,406","4,871,703,000",,,,N/A,-367,65,513,1.61,20784,N/A
52770,아이톡시,소프트웨어 개발 및 공급업,"7,291,079","3,645,539,500",,,,N/A,-805,N/A,N/A,8.11,550,N/A
52790,액토즈소프트,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000",,,,18.35,801,N/A,N/A,1.26,11631,N/A
52860,아이앤씨,반도체 제조업,"17,614,304","8,807,152,000",,,,25.27,183,N/A,N/A,1.44,3204,2.16
52900,KMH하이텍,플라스틱제품 제조업,"46,885,499","23,442,749,500",,,,19.84,64,N/A,N/A,0.91,1403,N/A
53030,바이넥스,의약품 제조업,"31,741,048","15,870,524,000",,,,77.09,275,N/A,N/A,4.08,5196,N/A
53050,지에스이,연료용 가스 제조 및 배관공급업,"29,987,597","15,304,357,500",,,,9.83,146,N/A,N/A,0.56,2561,2.79
53060,세동,자동차 신품 부품 제조업,"21,411,000","10,705,500,000",,,,N/A,-364,N/A,N/A,0.74,728,N/A
53110,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","95,946,986","47,973,493,000",,,,N/A,-246,N/A,N/A,0.91,427,N/A
53160,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000",,,,N/A,-3,N/A,N/A,1.15,8710,0.5
53260,금강철강,1차 철강 제조업,"18,720,000","9,860,000,000",,,,11.59,264,N/A,N/A,0.45,6739,3.27
53270,구영테크,자동차 신품 부품 제조업,"26,394,174","13,197,087,000",,,,10.96,146,N/A,N/A,0.54,2982,1.88
53280,예스24,무점포 소매업,"17,200,000","8,600,000,000",,,,N/A,-378,N/A,N/A,2.51,3431,2.33
53290,NE능률,"서적, 잡지 및 기타 인쇄물 출판업","16,072,037","8,036,018,500",,,,235,12,N/A,N/A,0.69,4090,N/A
53300,한국정보인증,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000",,,,44.5,169,N/A,N/A,2.82,2668,1.33
53350,이니텍,소프트웨어 개발 및 공급업,"19,790,916","9,895,458,000",,,,N/A,-484,N/A,N/A,0.79,5917,0.43
53450,세코닉스,사진장비 및 광학기기 제조업,"11,803,281","5,901,640,500",,,,N/A,-2501,N/A,N/A,0.58,8485,1.02
53580,웹케시,소프트웨어 개발 및 공급업,"6,763,655","3,381,827,500",,,,55.84,1053,35,1666,7.17,8204,0.34
53590,한국테크놀로지,자동차 신품 부품 제조업,"100,281,799","50,140,899,500",,,,N/A,-336,N/A,N/A,3.9,256,N/A
53610,프로텍,특수 목적용 기계 제조업,"11,000,000","5,500,000,000",,,,17.59,1646,N/A,N/A,1.47,19725,1.38
53620,태양,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000",,,,7.55,1178,N/A,N/A,0.44,20327,1.69
53660,현진소재,기타 금속 가공제품 제조업,"53,201,003","26,600,501,500",,,,N/A,-2148,N/A,N/A,N/A,-289,N/A
53700,삼보모터스,자동차 신품 부품 제조업,"16,782,027","8,391,013,500",,,,N/A,-887,N/A,N/A,0.4,12710,N/A
53800,안랩,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500",,,,32.25,1845,N/A,N/A,2.57,23173,1.51
53950,경남제약,의약품 제조업,"17,442,567","8,721,283,500",,,,N/A,-219,N/A,N/A,1.94,3662,N/A
53980,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000",,,,N/A,-773,N/A,N/A,6.17,2230,N/A
54040,한국컴퓨터,전자부품 제조업,"16,071,290","8,035,645,000",,,,4.28,549,N/A,N/A,0.39,6078,5.53
54050,농우바이오,작물 재배업,"16,030,561","8,015,280,500",,,,20.7,546,N/A,N/A,0.77,14632,1.77
54090,삼진엘앤디,그외 기타 제품 제조업,"24,959,232","12,479,616,000",,,,124,25,N/A,N/A,0.79,3900,2.42
54180,중앙오션,선박 및 보트 건조업,"32,235,671","16,117,835,500",,,,N/A,-120,N/A,N/A,1.66,755,N/A
54210,이랜텍,전자부품 제조업,"22,656,918","11,328,459,000",,,,107.45,51,N/A,N/A,0.78,7068,1.83
54220,비츠로시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","31,309,978","15,654,989,000",,,,N/A,-184,N/A,N/A,N/A,-128241,N/A
54300,팬스타엔터프라이즈,일반 목적용 기계 제조업,"52,348,271","26,174,135,500",,,,109.57,7,N/A,N/A,0.94,817,N/A
54410,케이피티유,기타 금속 가공제품 제조업,"5,060,000","2,530,000,000",,,,118.79,33,N/A,N/A,0.58,6783,N/A
54450,텔레칩스,반도체 제조업,"13,505,911","6,752,955,500",,,,27.1,303,N/A,N/A,1.04,7873,1.46
54540,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500",,,,14.86,277,N/A,N/A,0.67,6123,2.43
54630,에이디칩스,그외 기타 제품 제조업,"45,444,459","22,722,229,500",,,,N/A,-357,N/A,N/A,1.04,661,N/A
54670,대한뉴팜,의약품 제조업,"14,354,920","7,177,460,000",,,,11.44,1093,N/A,N/A,3.59,3485,N/A
54780,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업","17,071,366","8,535,683,000",,,,N/A,-291,N/A,N/A,5.35,2786,N/A
54800,아이디스홀딩스,기타 전문 서비스업,"10,347,756","5,173,878,000",,,,N/A,-770,N/A,N/A,0.64,23221,1.35
54920,한컴위드,소프트웨어 개발 및 공급업,"28,217,081","14,108,540,500",,,,2.3,1715,N/A,N/A,0.78,5043,N/A
54930,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업","3,000,000","15,000,000,000",,,,N/A,-1582,N/A,N/A,0.57,27239,N/A
54940,엑사이엔씨,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000",,,,35.41,37,N/A,N/A,0.81,1610,N/A
54950,제이브이엠,일반 목적용 기계 제조업,"6,330,908","3,165,454,000",,,,26.9,1225,N/A,N/A,1.54,21402,1.21
56000,네스엠,소프트웨어 개발 및 공급업,"14,136,600","7,068,300,000",,,,N/A,-263,N/A,N/A,1.56,1209,N/A
56080,유진로봇,특수 목적용 기계 제조업,"37,512,152","18,756,076,000",,,,N/A,-529,N/A,N/A,1.75,1297,N/A
56090,유앤아이,의료용 기기 제조업,"7,764,894","3,882,447,000",,,,N/A,-277,N/A,N/A,1.02,4806,N/A
56190,에스에프에이,특수 목적용 기계 제조업,"35,908,760","17,954,380,000",,,,10.31,3385,8,4237,1.35,25792,3.03
56360,코위버,통신 및 방송 장비 제조업,"9,796,800","4,898,400,000",,,,4.96,2057,N/A,N/A,0.82,12435,1.96
56700,신화인터텍,플라스틱제품 제조업,"29,135,091","14,567,545,500",,,,32.01,87,N/A,N/A,0.85,3281,1.79
56730,포스링크,기타 전문 도매업,"46,163,868","23,081,934,000",,,,N/A,-499,N/A,N/A,10.9,134,N/A
57030,YBM넷,교육지원 서비스업,"16,312,697","8,156,348,500",,,,214.55,33,N/A,N/A,2.78,2544,N/A
57500,SKC 솔믹스,전자부품 제조업,"61,494,040","30,747,020,000",,,,N/A,-17,N/A,N/A,3.67,1582,N/A
57540,옴니시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","42,410,117","21,205,058,500",,,,5.84,436,N/A,N/A,1.08,2353,N/A
57680,옴니텔,소프트웨어 개발 및 공급업,"40,494,755","20,247,377,500",,,,78.93,56,N/A,N/A,5.28,837,N/A
57880,필로시스헬스케어,"섬유, 의복, 신발 및 가죽제품 소매업","59,310,756","29,655,378,000",,,,N/A,-649,N/A,N/A,2.72,492,N/A
58110,멕아이씨에스,의료용 기기 제조업,"6,649,682","3,324,841,000",,,,N/A,-165,N/A,N/A,35.26,1340,N/A
58220,아리온,통신 및 방송 장비 제조업,"38,974,244","19,487,122,000",,,,N/A,-265,N/A,N/A,0.62,445,N/A
58400,KNN,텔레비전 방송업,"132,429,720","66,214,860,000",,,,34.3,50,N/A,N/A,1.18,1458,1.17
58420,제이웨이,"영화, 비디오물, 방송프로그램 제작 및 배급업","21,676,909","10,838,454,500",,,,N/A,-163,N/A,N/A,1.43,649,N/A
58450,일야,통신 및 방송 장비 제조업,"31,740,000","15,870,000,000",,,,N/A,-229,N/A,N/A,1.54,446,N/A
58470,리노공업,전자부품 제조업,"15,242,370","7,621,185,000",,,,35.99,3923,33,4317,7.16,19733,0.85
58530,슈펙스비앤피,생활용품 도매업,"130,784,286","65,392,143,000",,,,N/A,-348,N/A,N/A,0.36,493,N/A
