,NAME,CODE,PRICE,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
0,이마트,139480,114500.0,14.86,7705.0,11.0,10880.0,0.36,316506.0,1.75
0,케이씨텍,281820,22750.0,11.61,1960.0,N/A,N/A,1.54,14788.0,0.88
0,하이트론,019490,3010.0,N/A,-3007.0,N/A,N/A,0.43,7067.0,N/A
0,한일시멘트,300720,89400.0,8.69,10286.0,8.0,11204.0,0.42,210892.0,5.26
0,화천기공,000850,31550.0,9.72,3245.0,N/A,N/A,0.23,136013.0,3.96
0,DRB동일,004840,6790.0,14.89,456.0,N/A,N/A,0.37,18592.0,1.47
0,SK텔레콤,017670,227500.0,22.4,10157.0,13.0,17632.0,0.73,310286.0,4.4
0,농심홀딩스,072710,79600.0,8.29,9602.0,N/A,N/A,0.39,202937.0,2.51
0,동서,026960,20900.0,15.32,1364.0,N/A,N/A,1.58,13247.0,3.35
0,디와이,013570,4005.0,7.84,511.0,N/A,N/A,0.28,14285.0,3.74
0,미원화학,134380,51000.0,7.45,6849.0,N/A,N/A,0.99,51597.0,1.96
0,삼양통상,002170,59600.0,4.48,13312.0,N/A,N/A,0.52,115503.0,1.68
0,송원산업,004430,13150.0,8.52,1544.0,N/A,N/A,0.71,18466.0,1.14
0,NHN,181710,83300.0,85.17,978.0,21.0,4028.0,0.98,84732.0,N/A
0,조선선재,120030,108000.0,9.33,11573.0,N/A,N/A,1.0,107528.0,1.39
0,테이팩스,055490,26100.0,14.4,1812.0,N/A,N/A,1.2,21781.0,N/A
0,한국수출포장,002200,18700.0,3.91,4777.0,N/A,N/A,0.3,62260.0,3.21
0,현대차,005380,145500.0,15.42,9438.0,15.0,9468.0,0.55,266807.0,2.75
0,LG하우시스,108670,60200.0,35.35,1703.0,19.0,3153.0,0.65,92677.0,0.41
0,SH에너지화학,002360,841.0,N/A,-43.0,N/A,N/A,0.97,866.0,N/A
0,대동전자,008110,4220.0,10.07,419.0,N/A,N/A,0.26,16173.0,11.85
0,디아이씨,092200,1670.0,N/A,-1567.0,N/A,N/A,0.43,3876.0,N/A
0,비케이탑스,030790,5440.0,N/A,-8544.0,N/A,N/A,0.86,6335.0,N/A
0,삼일제약,000520,22300.0,101.36,220.0,N/A,N/A,2.15,10361.0,0.67
0,세우글로벌,013000,1875.0,133.93,14.0,N/A,N/A,1.22,1534.0,N/A
0,신풍제약,019170,74500.0,1655.56,45.0,N/A,N/A,17.71,4207.0,N/A
0,영원무역홀딩스,009970,34800.0,3.6,9674.0,N/A,N/A,0.3,116695.0,2.87
0,이연제약,102460,20450.0,108.2,189.0,N/A,N/A,1.58,12973.0,1.71
0,케이씨씨글라스,344820,31050.0,N/A,N/A,N/A,N/A,0.29,108824.0,N/A
0,한국금융지주,071050,59000.0,7.67,7690.0,8.0,7545.0,0.74,80201.0,4.91
0,한진칼,180640,84600.0,N/A,-8354.0,N/A,N/A,5.23,16188.0,0.3
0,DB금융투자,016610,3810.0,5.77,660.0,N/A,N/A,0.23,16696.0,6.56
0,LG디스플레이,034220,12400.0,N/A,-8294.0,-5.0,-2360.0,0.39,31773.0,N/A
0,고려제강,002240,15900.0,56.58,281.0,N/A,N/A,0.23,69270.0,2.2
0,덴티움,145720,43950.0,54.39,808.0,14.0,3092.0,1.79,24534.0,N/A
0,백광산업,001340,3735.0,14.2,263.0,N/A,N/A,0.95,3925.0,2.01
0,삼성공조,006660,6360.0,15.94,399.0,N/A,N/A,0.23,27098.0,0.94
0,세하,027970,1560.0,3.94,396.0,N/A,N/A,1.36,1143.0,N/A
0,아주캐피탈,033660,11450.0,6.11,1875.0,N/A,N/A,0.8,14278.0,5.68
0,웰바이오텍,010600,3570.0,N/A,-445.0,N/A,N/A,2.04,1754.0,N/A
0,KCTC,009070,2340.0,11.64,201.0,N/A,N/A,0.36,6487.0,1.92
0,태원물산,001420,3435.0,74.67,46.0,N/A,N/A,0.8,4269.0,2.47
0,한솔제지,213500,14000.0,6.35,2206.0,N/A,N/A,0.55,25432.0,4.29
0,형지엘리트,093240,1755.0,N/A,-319.0,N/A,N/A,0.89,1980.0,N/A
0,HDC,012630,11300.0,2.87,3931.0,N/A,N/A,0.29,39625.0,1.77
0,경방,000050,11450.0,8.51,1346.0,N/A,N/A,0.41,28062.0,1.09
0,대신증권,003540,10900.0,9.78,1115.0,N/A,N/A,0.37,29124.0,9.17
0,동성제약,002210,13200.0,N/A,-461.0,N/A,N/A,4.82,2736.0,N/A
0,부산산업,011390,130000.0,38.47,3379.0,N/A,N/A,2.46,52880.0,0.19
0,시디즈,134790,59000.0,12.96,4553.0,N/A,N/A,2.81,21002.0,0.51
0,엔에스쇼핑,138250,11700.0,N/A,-186.0,40.0,295.0,0.9,12990.0,1.28
0,자이에스앤디,317400,7900.0,11.72,674.0,11.0,738.0,1.46,5409.0,1.27
0,진양폴리,010640,2915.0,3.99,731.0,N/A,N/A,1.12,2603.0,3.43
0,한국콜마,161890,49400.0,41.17,1200.0,19.0,2580.0,2.37,20882.0,0.67
0,한화손해보험,000370,2710.0,N/A,-403.0,N/A,N/A,0.18,14801.0,N/A
0,후성,093370,9200.0,460.0,20.0,N/A,N/A,4.01,2293.0,0.16
0,KG케미칼,001390,21950.0,2.87,7636.0,N/A,N/A,0.82,26655.0,1.6
0,SK렌터카,068400,9580.0,11.89,806.0,N/A,N/A,0.93,10326.0,N/A
0,광전자,017900,2320.0,33.14,70.0,N/A,N/A,0.54,4302.0,2.15
0,대성산업,128820,3175.0,N/A,-1768.0,N/A,N/A,0.26,12325.0,N/A
0,동아타이어,282690,10350.0,6.2,1669.0,N/A,N/A,0.4,25655.0,4.83
0,방림,003610,1740.0,15.0,116.0,N/A,N/A,0.36,4885.0,2.3
0,성문전자,014910,1615.0,N/A,-79.0,N/A,N/A,1.11,1458.0,N/A
0,애경유화,161000,7510.0,6.23,1205.0,N/A,N/A,0.65,11586.0,4.66
0,용평리조트,070960,4460.0,N/A,-342.0,N/A,N/A,0.55,8137.0,N/A
0,주연테크,044380,1165.0,N/A,-53.0,N/A,N/A,1.47,792.0,N/A
0,키움증권,039490,106000.0,12.56,8441.0,6.0,16347.0,1.25,84952.0,1.89
0,한국카본,017960,8240.0,13.62,605.0,10.0,810.0,1.06,7768.0,1.46
0,효성티앤씨,298020,105000.0,5.1,20589.0,7.0,14709.0,0.9,117148.0,1.9
0,경동나비엔,009450,52100.0,19.56,2663.0,N/A,N/A,2.14,24302.0,0.58
0,대상홀딩스,084690,8560.0,3.52,2430.0,N/A,N/A,0.52,16324.0,2.34
0,동양물산,002900,1165.0,28.41,41.0,N/A,N/A,1.25,929.0,N/A
0,무림페이퍼,009200,2055.0,N/A,-294.0,N/A,N/A,0.19,10539.0,2.43
0,신대양제지,016590,57200.0,4.02,14231.0,N/A,N/A,0.53,107414.0,1.09
0,우진아이엔에스,010400,7180.0,23.01,312.0,N/A,N/A,0.52,13934.0,3.48
0,일신방직,003200,69600.0,20.23,3440.0,N/A,N/A,0.22,309340.0,2.15
0,카프로,006380,2665.0,N/A,-2500.0,N/A,N/A,0.63,4248.0,N/A
0,한국가스공사,036460,24800.0,50.41,492.0,9.0,2915.0,0.26,94349.0,1.53
0,현대그린푸드,005440,8010.0,14.1,568.0,8.0,1054.0,0.42,18956.0,2.62
0,흥국화재,"000540
",2245.0,5.52,407.0,N/A,N/A,0.21,10709.0,N/A
0,HDC현대산업개발,294870,23700.0,2.79,8502.0,4.0,5700.0,0.59,39950.0,1.85
0,SK케미칼,285130,326500.0,140.25,2328.0,21.0,15739.0,5.95,54853.0,0.14
0,까뮤이앤씨,013700,1310.0,4.32,303.0,N/A,N/A,0.79,1664.0,2.29
0,락앤락,115390,12250.0,53.73,228.0,N/A,N/A,0.95,12916.0,N/A
0,삼성화재,000810,164000.0,14.06,11666.0,11.0,15237.0,0.51,321285.0,5.18
